# United States
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
-96.76439816 28.15257132

-95.03969723 29.14592154
-95.08966834 29.13630972
-94.87167131 29.29015046
-94.82598935 29.34131013
-94.76762082 29.33903636
-94.86495338 29.25289175
-95.03969723 29.14592154

-91.79369381 29.50073192
-91.83084917 29.48646922
-91.99623959 29.57310476
-92.00665239 29.61028596
-91.92502947 29.64392731
-91.87523922 29.64098176
-91.79651018 29.59695344
-91.76767473 29.58470612
-91.75431637 29.56687775
-91.76188697 29.53899832
-91.79369381 29.50073192

-84.90788673 29.6426354
-85.0082682 29.60661693
-85.11673703 29.63279104
-85.04932512 29.63777782
-85.00054257 29.62718415
-84.87698422 29.67867971
-84.81218197 29.71764374
-84.73717363 29.73244904
-84.90788673 29.6426354

-88.88929745 29.71257945
-88.94358354 29.66023123
-88.94110307 29.68020417
-88.90115719 29.73262991
-88.87265764 29.75299042
-88.88929745 29.71257945

-88.8274666 29.80768993
-88.85565609 29.77585725
-88.82798336 29.9283544
-88.86686988 30.05671865
-88.82589047 30.00036551
-88.81258379 29.93336701
-88.8274666 29.80768993

-89.22395403 30.08405549
-89.22044003 30.03759837
-89.26945513 30.06072358
-89.34200884 30.06284231
-89.31004696 30.07870698
-89.28764523 30.09418407
-89.27648312 30.11082388
-89.18467994 30.16867565
-89.21067318 30.12622346
-89.22395403 30.08405549

-88.5581032 30.2159079
-88.57066057 30.20479747
-88.65923397 30.22559724
-88.71310666 30.24492422
-88.72284766 30.26425121
-88.5739937 30.22916291
-88.5581032 30.2159079

-88.07133704 30.25233979
-88.15931617 30.23091991
-88.28972165 30.23293529
-88.31625749 30.24045421
-88.26393511 30.25471691
-88.1093709 30.27373383
-88.07133704 30.25233979

-81.41897824 30.97144318
-81.46349748 30.72776297
-81.48272112 30.81408845
-81.48463314 30.89783011
-81.45094011 30.94741364
-81.41897824 30.97144318

-118.35039324 32.82760895
-118.4085809 32.8185139
-118.47320228 32.83892609
-118.52890947 32.9356127
-118.59017188 33.01116364
-118.55709897 33.03266104
-118.50748959 32.95990062
-118.38318193 32.84946809
-118.35039324 32.82760895

-119.43802711 33.21719758
-119.48249468 33.21533723
-119.54367957 33.22461315
-119.57517636 33.2783308
-119.52512773 33.2820515
-119.47879981 33.27463593
-119.44205787 33.23244212
-119.43802711 33.21719758

-118.34796444 33.3857661
-118.29747657 33.31212718
-118.37023699 33.32122224
-118.44630469 33.31708812
-118.46935238 33.35713736
-118.49203834 33.41281871
-118.50733456 33.42700389
-118.5594244 33.43196483
-118.56332598 33.4370808
-118.56942379 33.46418509
-118.55485104 33.47707836
-118.39170854 33.41509247
-118.34796444 33.3857661

-120.04357154 33.91886018
-120.11390316 33.90485586
-120.16712989 33.91808503
-120.25190508 34.01384146
-120.07183855 34.02650218
-119.99440141 33.98492849
-119.98393694 33.97332713
-120.04357154 33.91886018

-120.30660458 34.02487438
-120.35970211 34.02226472
-120.44155758 34.0329359
-120.41292884 34.05631948
-120.3677378 34.07329519
-120.35332008 34.06058279
-120.30660458 34.02487438

-119.88239275 34.07967723
-119.67886512 34.02846589
-119.56913022 34.05296052
-119.54928647 34.02815583
-119.56220557 34.00660676
-119.80958065 33.96779776
-119.88551917 33.99492788
-119.89241798 34.03216075
-119.91804949 34.06784333
-119.88239275 34.07967723

-76.54622657 34.65486176
-76.56849911 34.65256216
-76.60779904 34.66356924
-76.66195594 34.68465323
-76.67391903 34.70015615
-76.62226844 34.69454926
-76.54622657 34.65486176

-76.50364519 34.64295034
-76.52857907 34.63150401
-76.43703427 34.75632844
-76.25621843 34.9147167
-76.2073842 34.93890127
-76.35771094 34.80366405
-76.50364519 34.64295034

-75.78195797 35.19020376
-75.96367815 35.11883861
-75.98419369 35.12307608
-75.86492449 35.17413239
-75.78195797 35.19020376

-75.54411719 35.24009736
-75.67826921 35.21283804
-75.69010312 35.22157136
-75.53636573 35.27862214
-75.48789324 35.47951427
-75.48127865 35.57211844
-75.50432634 35.73539012
-75.50352536 35.76916067
-75.47848813 35.71647655
-75.45647397 35.56416026
-75.46474219 35.4486376
-75.50933896 35.28032746
-75.54411719 35.24009736

-75.63568783 35.85589956
-75.65077735 35.83559073
-75.71718157 35.94612661
-75.64886532 35.91039236
-75.63666968 35.88065257
-75.63568783 35.85589956

-75.33304481 37.88828197
-75.37854591 37.87205557
-75.22599708 38.07230174
-75.13739783 38.24009512
-75.0978912 38.29807608
-75.13623511 38.18053803
-75.20320777 38.0724051
-75.33304481 37.88828197

-74.1332214 39.68078238
-74.25050106 39.52937043
-74.2531624 39.5584901
-74.10676307 39.74643728
-74.1332214 39.68078238

-74.18812761 40.52284984
-74.23587663 40.51871573
-74.18815345 40.61460135
-74.10048438 40.6584488
-74.06875505 40.64930207
-74.06741147 40.61545401
-74.07971046 40.58646353
-74.13851824 40.54184093
-74.18812761 40.52284984

-72.50978044 40.9860257
-72.58088721 40.92132681
-72.51657589 40.91481558
-72.46133379 40.93378083
-72.4090114 40.97215058
-72.28744259 41.02408539
-72.18385718 41.04679719
-72.15124936 41.0514739
-72.10189836 41.01501618
-72.00394569 41.04426504
-71.90320248 41.06069815
-72.33898983 40.89414501
-72.42808 40.87538646
-72.55553992 40.82577709
-72.67610104 40.79063711
-72.76283993 40.77784719
-73.19428647 40.65421133
-73.2285221 40.65152416
-73.26552243 40.66356476
-73.62090125 40.5998994
-73.76673214 40.59271638
-73.89956641 40.57052135
-73.80132952 40.62178437
-73.79918494 40.64098216
-73.82267188 40.65596833
-73.87517514 40.65162751
-73.92899614 40.5988142
-74.01490821 40.58121837
-74.03203895 40.63868256
-74.00335853 40.68315013
-73.96457536 40.72534394
-73.87925758 40.79167064
-73.75719784 40.83368358
-73.69521196 40.87003795
-73.65224301 40.8380244
-73.6428379 40.8812259
-73.60976498 40.90618561
-73.57379818 40.91962149
-73.48739519 40.91995738
-73.44086056 40.92677867
-73.40724504 40.94109304
-73.37269935 40.94380606
-73.27815731 40.92419485
-73.18583737 40.92985342
-73.11129411 40.95688019
-73.03377947 40.96597525
-72.82877906 40.97204723
-72.62512224 40.9918393
-72.54368018 41.02700511
-72.37257952 41.12555207
-72.27413591 41.15304393
-72.42738237 41.03852896
-72.50978044 40.9860257

-69.97794532 41.2655952
-70.05509823 41.24947215
-70.23307187 41.28634329
-70.08662086 41.31755585
-70.06269467 41.32848542
-70.04360023 41.37442577
-70.04119727 41.39747346
-69.98559343 41.29861644
-69.97794532 41.2655952

-70.50990251 41.3763378
-70.78531206 41.32745189
-70.82918535 41.35900035
-70.76048153 41.37359894
-70.6737168 41.44852977
-70.61599423 41.45721141
-70.52535377 41.41478506
-70.50990251 41.3763378

-71.36535417 41.48527171
-71.39307858 41.46674571
-71.40338803 41.51503734
-71.38398353 41.57053783
-71.36432064 41.5718039
-71.35447628 41.54229666
-71.36535417 41.48527171

-71.24138241 41.49196381
-71.29094011 41.46460114
-71.34623389 41.46940705
-71.31814775 41.50630402
-71.30747657 41.56048676
-71.28019141 41.62004385
-71.26448178 41.63823395
-71.23205482 41.65430532
-71.24138241 41.49196381

-68.62319597 44.19606232
-68.66117815 44.17627025
-68.70171831 44.18267813
-68.70303606 44.23200328
-68.69078874 44.24872061
-68.67673275 44.25621369
-68.65595883 44.24231273
-68.62319597 44.19606232

-68.18725359 44.3324881
-68.24544125 44.31300609
-68.30926164 44.32150686
-68.30796973 44.26869355
-68.31510108 44.24970246
-68.38579444 44.27685843
-68.41171017 44.2943509
-68.40948808 44.36426911
-68.34703712 44.43036327
-68.29944312 44.45651154
-68.23805152 44.43839895
-68.19089678 44.36437246
-68.18725359 44.3324881

-122.85308997 47.20471589
-122.86262427 47.18507884
-122.87673194 47.18611237
-122.90797034 47.22610993
-122.91189775 47.25432526
-122.88510352 47.27471162
-122.8491884 47.21629141
-122.85308997 47.20471589

-122.39412574 47.39524689
-122.39872494 47.37250926
-122.43712053 47.35481009
-122.45696428 47.35933177
-122.45820452 47.38615184
-122.4685398 47.39023428
-122.50993262 47.35798819
-122.50683204 47.42167939
-122.48647152 47.48878124
-122.46859148 47.48996979
-122.44208147 47.44614818
-122.39412574 47.39524689

-122.4972719 47.59458873
-122.50264625 47.57544261
-122.55783668 47.59830943
-122.57592343 47.61947093
-122.57375302 47.66685822
-122.56011044 47.69776073
-122.54977515 47.7039619
-122.517219 47.6905777
-122.50786557 47.68264537
-122.4972719 47.59458873

-122.57277117 48.15664745
-122.52383358 48.02544099
-122.50285295 48.08006297
-122.36673723 47.98544343
-122.3665822 47.93883129
-122.3831445 47.92319916
-122.41143734 47.9177473
-122.43758562 47.9313382
-122.46161516 47.96399771
-122.49225928 47.98130931
-122.55752662 47.99247142
-122.59134884 48.02962678
-122.60318275 48.05505158
-122.60630917 48.12858714
-122.62266476 48.15142813
-122.65726213 48.15649242
-122.69038673 48.1738557
-122.74152056 48.22527375
-122.74870358 48.23901968
-122.72451901 48.28092927
-122.66899268 48.35100251
-122.62863339 48.38423046
-122.60351864 48.3806131
-122.57246111 48.3595808
-122.53556413 48.32121105
-122.5424371 48.2940034
-122.69214372 48.24108674
-122.69700131 48.22868439
-122.62439592 48.2137499
-122.59762753 48.20041739
-122.57277117 48.15664745

-122.82092139 48.43135936
-122.83657935 48.42154084
-122.89003862 48.43466665
-122.92161292 48.4569392
-122.93228411 48.48474112
-122.91223365 48.53796784
-122.88551693 48.55161042
-122.86890296 48.54861319
-122.8619008 48.50184602
-122.81461687 48.45233999
-122.82092139 48.43135936

-123.01313188 48.50086416
-122.98675106 48.46799795
-123.09444475 48.48908194
-123.13992001 48.50794383
-123.1534334 48.52634064
-123.16958228 48.58669872
-123.16214088 48.60638744
-123.11418515 48.6132604
-123.0241648 48.53848461
-123.01313188 48.50086416

-122.78213823 48.6726883
-122.76883155 48.6509842
-122.8089583 48.62984854
-122.83761288 48.62654125
-122.88308814 48.66064769
-122.90303524 48.66467845
-122.88701555 48.61233023
-122.89254493 48.59450186
-122.98566586 48.62669628
-123.00284827 48.65219859
-122.97667416 48.67914785
-122.91802141 48.70700145
-122.89771257 48.71036042
-122.78213823 48.6726883

-94.80345842 49.00295238
-94.71276628 48.86342601
-94.71255958 48.8630126
-94.70509233 48.8085198
-94.67535255 48.7744392
-94.62088559 48.74260651
-94.41415402 48.70410757
-94.05518368 48.65901988
-93.85163022 48.60729178
-93.80354529 48.54894908
-93.70773719 48.52546214
-93.56428341 48.53690847
-93.46361772 48.56127391
-93.37788652 48.61654186
-93.25794552 48.62886669
-93.15521278 48.62535269
-93.05170488 48.61987499
-92.99625607 48.61181346
-92.83673092 48.56778514
-92.73265459 48.53181835
-92.58325802 48.46510407
-92.50057573 48.43533845
-92.46088823 48.36588532
-92.41458615 48.27658845
-92.34844031 48.27658845
-92.29867591 48.328885
-92.17178443 48.33839346
-92.00515377 48.30183238
-91.85839271 48.19757518
-91.64729448 48.10460928
-91.51831011 48.0583072
-91.38723284 48.05853974
-91.22065386 48.10460928
-91.04348121 48.19369945
-90.91604713 48.2091507
-90.84031531 48.20052074
-90.79732052 48.13106761
-90.74440386 48.10460928
-90.60709958 48.11259329
-90.32014035 48.09918325
-90.09178219 48.11809683
-90.03995073 48.07815095
-89.99364865 48.0153124
-89.90104448 47.99546865
-89.7753674 48.0153124
-89.55057492 47.99991283
-89.45564531 47.99621796
-89.27317583 48.01996328
-89.18563595 48.04742931
-89.06259437 48.09380891
-88.89870256 48.15571727
-88.61176917 48.26400524
-88.3781917 48.30309846
-88.16065976 48.22540294
-87.98746619 48.15690583
-87.92049354 48.13039582
-87.74388933 48.06052928
-87.49424049 47.96174978
-87.20803057 47.84850088
-86.92182064 47.73522614
-86.6721718 47.6364208
-86.49556759 47.56658011
-86.4285691 47.5400701
-86.23449826 47.46004914
-86.04040158 47.38002818
-85.84633074 47.30000723
-85.65225989 47.21998627
-85.45818905 47.13996532
-85.26411821 47.05994436
-85.07004737 46.97992341
-84.87597653 46.89990245
-84.82706479 46.76686148
-84.77941911 46.63728282
-84.66578264 46.54325755
-84.56175798 46.45737132
-84.50158078 46.46186717
-84.44049923 46.49814403
-84.40171607 46.51561066
-84.33670712 46.51850454
-84.19216814 46.54956208
-84.14948341 46.54276663
-84.12522132 46.52723786
-84.1231801 46.50294994
-84.12814104 46.48359711
-84.15046526 46.44478811
-84.11517025 46.3708133
-84.10778052 46.28862193
-84.08840186 46.2265327
-84.02920651 46.14700267
-83.97778846 46.08491344
-83.91303789 46.07289867
-83.76320207 46.10907217
-83.669306 46.12274059
-83.61595008 46.11682364
-83.52476702 46.05871349
-83.48014442 46.02375438
-83.46947323 45.99468639
-83.59269569 45.817152
-83.3973071 45.72904369
-83.17928423 45.63277049
-82.91935177 45.5179713
-82.76042091 45.44771719
-82.55107968 45.34736156
-82.51524207 45.20437287
-82.48506304 45.08376008
-82.44658993 44.91550161
-82.40739336 44.74393586
-82.3682743 44.57299022
-82.32680396 44.39155427
-82.28122535 44.19223827
-82.24078854 44.01534984
-82.19660519 43.82220917
-82.13784909 43.57088085
-82.19037818 43.47409089
-82.30476396 43.26322521
-82.40819434 43.07264252
-82.41723772 43.01737458
-82.48834449 42.7395104
-82.54531776 42.62468537
-82.64513078 42.55804861
-82.74419451 42.49347891
-82.86775286 42.38521678
-83.00368771 42.33173168
-83.07314084 42.3003124
-83.10952104 42.25070303
-83.14967363 42.14192414
-83.141948 41.97586192
-83.02996518 41.83297659
-82.86620256 41.75300731
-82.69001177 41.6751826
-82.43907101 41.67487254
-82.21332252 41.7786905
-81.97418983 41.88873546
-81.76092119 41.98681733
-81.50734494 42.10347687
-81.2776432 42.20918102
-81.02820106 42.24716319
-80.68264075 42.2997698
-80.24757687 42.36599315
-80.03572934 42.44146658
-79.76202511 42.53898001
-79.44623043 42.65145376
-79.17374061 42.74852794
-79.03669471 42.80232311
-78.93923296 42.86374055
-78.91507423 42.90913829
-78.92086199 42.93520905
-78.94600257 42.96130565
-78.98075497 42.9806068
-79.01168332 42.9970399
-79.02617855 43.0173229
-79.02907244 43.06176463
-79.04801185 43.08729279
-79.06604692 43.10610301
-79.05922563 43.27805634
-79.08304847 43.33141226
-79.17185442 43.46657197
-79.00248491 43.52716258
-78.84556942 43.58333487
-78.72043494 43.62493439
-78.45825456 43.6314973
-78.21478105 43.63067048
-77.87924598 43.62955943
-77.59652422 43.62860342
-77.26672523 43.62749238
-77.07335202 43.62684642
-76.81995663 43.62878429
-76.69650163 43.78479544
-76.58612078 43.92429597
-76.46460364 44.05759532
-76.24854448 44.21412324
-76.18578345 44.24223522
-76.15116024 44.30393688
-76.020238 44.36261546
-75.87593157 44.41697907
-75.81932003 44.46800955
-75.79195736 44.4970517
-75.4012577 44.77228038
-75.17938494 44.89937857
-74.99614031 44.9701236
-74.85663978 45.00391999
-74.76245948 44.9990624
-74.70887102 45.00386831
-74.66324073 45.00391999
-74.43038673 45.00417837
-74.01426225 45.00469514
-73.59813778 45.00516022
-73.18201331 45.00562531
-72.76588884 45.00611624
-72.34976437 45.00660716
-71.9336399 45.00707225
-71.51751543 45.00756318
-71.41902015 45.20034211
-71.32729448 45.29010407
-71.2016174 45.26033845
-71.13464474 45.26281892
-71.06023068 45.309121
-70.99987261 45.33723298
-70.96018511 45.33309886
-70.92623369 45.29069835
-70.89799252 45.26245718
-70.86504879 45.27069957
-70.83683346 45.31069713
-70.83781531 45.36617178
-70.79918718 45.40477407
-70.75329851 45.41069103
-70.71094967 45.40947663
-70.68978817 45.42833853
-70.69213945 45.4553653
-70.70740984 45.49892853
-70.70221636 45.55138011
-70.59638302 45.64398428
-70.46657182 45.70682282
-70.42109656 45.73824209
-70.4078674 45.80190746
-70.33345334 45.86805329
-70.2962463 45.90608714
-70.28715125 45.93916006
-70.30642656 45.97982941
-70.30451453 46.05739574
-70.27888302 46.1499999
-70.24829057 46.2508723
-70.17966427 46.34182282
-70.06721636 46.44104157
-70.03822588 46.57142121
-70.00768511 46.7089322
-69.87172441 46.84292919
-69.71752194 46.9948579
-69.62977536 47.08136424
-69.47149044 47.2386673
-69.3588875 47.35065013
-69.30214678 47.40199067
-69.24287391 47.4629947
-69.14629066 47.44475292
-69.05022417 47.42661449
-69.06428016 47.33814444
-69.04857052 47.27365225
-69.00309526 47.23644522
-68.93718197 47.21125296
-68.88741757 47.2028297
-68.82871314 47.20332062
-68.66854204 47.25344676
-68.48038815 47.28579621
-68.37690609 47.31615611
-68.35801836 47.34452648
-68.31088945 47.35447419
-68.23549354 47.34594758
-68.09679399 47.27484081
-67.93484005 47.16761221
-67.80678585 47.08281118
-67.80285845 46.93574006
-67.80035214 46.7798581
-67.7976908 46.6156304
-67.79583045 46.49840241
-67.79252316 46.33737865
-67.7899135 46.20932445
-67.78647702 46.04215119
-67.7846425 45.95280264
-67.76704668 45.92699026
-67.77761451 45.89179861
-67.78229123 45.87417695
-67.78112851 45.8601468
-67.77410051 45.84252513
-67.77526323 45.81787547
-67.79169634 45.79557709
-67.79991289 45.76976472
-67.80223833 45.72751923
-67.7846425 45.70170685
-67.75531613 45.68646231
-67.73066647 45.68646231
-67.69898882 45.67119192
-67.65793189 45.64419099
-67.59573931 45.62072989
-67.53119544 45.61253917
-67.48662452 45.61840445
-67.43264848 45.60310822
-67.4138641 45.56559113
-67.42443193 45.53039948
-67.45492103 45.51396638
-67.48778724 45.50104727
-67.49365251 45.47407217
-67.47721941 45.44590851
-67.45375831 45.42125886
-67.42794593 45.37795401
-67.43851376 45.34038524
-67.46197486 45.30870759
-67.47254269 45.27589305
-67.45259559 45.24767772
-67.39978227 45.21016063
-67.3669419 45.17378042
-67.31529131 45.15383332
-67.29066749 45.16791515
-67.27072038 45.18669953
-67.24958472 45.20078136
-67.21323035 45.19253897
-67.17098487 45.18199698
-67.12483782 45.1694396
-67.13036719 45.13900218
-67.10225522 45.08773916
-67.08044776 44.98916637
-67.11393409 44.94438874
-67.10672523 44.88503836
-67.01401771 44.86775259
-66.99146094 44.84961416
-66.98701677 44.82770336
-67.19124203 44.67556794
-67.36407386 44.69685863
-67.45778907 44.65652517
-67.55600013 44.64476879
-67.59907244 44.57678844
-67.65299679 44.56239655
-67.72679074 44.56647899
-67.79048194 44.58567678
-67.83905779 44.57624584
-67.9070123 44.45361766
-67.96269365 44.46431468
-67.98488868 44.42018301
-68.01398251 44.40088186
-68.05661557 44.38431957
-68.09371925 44.4388382
-68.1172837 44.49064383
-68.1520361 44.50201264
-68.19826067 44.51524181
-68.24575131 44.51477672
-68.27742896 44.50736115
-68.31675473 44.47387482
-68.37375383 44.44514273
-68.41685198 44.46906892
-68.45059669 44.5075937
-68.47945797 44.44565949
-68.52141924 44.38023713
-68.51446876 44.30391104
-68.53252967 44.25864248
-68.57234636 44.27083812
-68.61203386 44.31052562
-68.72329322 44.34230663
-68.8119183 44.33936107
-68.79388323 44.38173574
-68.71011573 44.44255891
-68.73587643 44.45449616
-68.77701087 44.44604706
-68.79494259 44.45449616
-68.76551286 44.50978994
-68.76272234 44.57076813
-68.80021359 44.54939993
-68.84736833 44.48503693
-68.9614699 44.43385143
-68.95617306 44.34809439
-69.06355669 44.17234284
-69.0683626 44.09756704
-69.13724728 44.03782909
-69.22605323 43.98646271
-69.34454729 44.00093212
-69.43495521 43.95630952
-69.48086972 43.90507233
-69.52073808 43.89737254
-69.54153785 43.96261404
-69.55670488 43.98276785
-69.5899845 43.88657217
-69.62393592 43.88062938
-69.63675168 43.94884227
-69.65287472 43.99387828
-69.69912513 43.95501761
-69.72984677 43.85200064
-69.76201535 43.86070812
-69.77227312 43.89902619
-69.79529497 43.91062755
-69.80325314 43.86683177
-69.7916001 43.80523347
-69.80834327 43.77231558
-69.84033098 43.78988557
-69.8725254 43.81954784
-69.92559709 43.79701691
-69.97432797 43.78787018
-69.97453467 43.81807506
-69.96523292 43.85510122
-70.06235877 43.83463736
-70.17881161 43.76637279
-70.26924537 43.67190827
-70.23787777 43.65619864
-70.20258277 43.62612295
-70.35967912 43.48024038
-70.52070289 43.34882722
-70.64232337 43.1344217
-70.6911576 43.10933279
-70.73309302 43.07003286
-70.77763811 42.9405834
-70.82905616 42.82534496
-70.80027239 42.77403026
-70.78133297 42.72124278
-70.73567685 42.66928213
-70.69686785 42.66457958
-70.65482907 42.67395885
-70.62397824 42.6717626
-70.60413449 42.6497226
-70.61294532 42.62326427
-70.66144365 42.61664969
-70.75185157 42.5703476
-70.83117489 42.55257091
-70.87088823 42.49663117
-70.93044532 42.43198395
-71.04617469 42.33111156
-70.99672034 42.29997651
-70.81794573 42.26496573
-70.73826067 42.22886974
-70.61769955 42.04043163
-70.64524309 42.02156973
-70.65614682 41.98704987
-70.54891822 41.93862906
-70.51468258 41.80331432
-70.42667762 41.75729645
-70.29547116 41.72895193
-70.13501584 41.76985383
-70.00140642 41.82618114
-70.00610897 41.87232819
-70.0900315 41.97971182
-70.11023699 42.03014802
-70.1725846 42.06280752
-70.19622657 42.03510895
-70.23653419 42.07102407
-70.24108171 42.09122956
-70.20348711 42.10102224
-70.15984636 42.09712067
-70.10894508 42.07831045
-69.97789364 41.96126333
-69.94159095 41.80786184
-69.93383948 41.71042593
-69.94864478 41.67714631
-69.98675615 41.6839676
-70.05951657 41.67735301
-70.40466346 41.62689098
-70.48135128 41.58244925
-70.65712867 41.53423513
-70.66805823 41.55829051
-70.65534583 41.60810659
-70.66645626 41.71011587
-70.70113115 41.71484427
-70.9742411 41.54852367
-71.07979021 41.53808503
